company,date,description,venue,profession,hospitality,attendees,cost,hospitalityCost,originalHospitalityCost,originalCost,originalAttendees,nurses,pharmacists,gps,mentalhealth,rehab,oncologists,other,spendratio
bayer,2007-12-01,Contrast Media - Inservice ; Educational Duration: 2 hrs;,Woodville Diagnostic Imaging; 707 Port Road; Woodville; SA; 5011,Radiographers; Radiologists,Meal & Beverage,5,79.80,79.80,$79.80,$79.80,5,0,0,0,0,0,0,1,16
bayer,2007-12-01,Testosterone replacement therapy - When;whom and How (Presentation by KOL to group of GP's); Educational Duration: 2 hrs;,Gemeli Restaurant; 79 Bathurst; Liverpool; NSW; 2170,General Practitioners,Meal & Beverage,25,1700,1700,$1;700,$1;700,25,0,0,1,0,0,0,0,68
bayer,2007-12-01,Family Planning Queensland - IUD insertion training for GPs - BAYER SPONSORED MEETING ; Educational Duration: 3 hrs;,Family Planning Queensland; 100 Alfred Street; Fortitude Valley; QLD; 4006,General Practitioners,None,0,300,0,$0,$300,0,0,0,1,0,0,0,0,0
bayer,2007-12-01,Multiple Sclerosis Society WA - Journal club Review of latest literature; Educational Duration: 1 hr;,Multiple Sclerosis Society; Parkhill way; Wilson; WA; 6160,MS Society Management; MS Society Nurses; Nurse - Clinical Nurses; Nurse - Registered Nurses,Meal & Beverage,12,177,177,$177,$177,12,1,0,0,0,0,0,0,15
bayer,2007-12-01,Central Bayside Division of General Practice : Management of menorrhagia Bayer sponsorship only. Bayer not responsible for content; organisation or inviting attendees; Educational Duration: 4 hrs;,Vivace Restaurant; 317 Bay Street; Brighton; VIC; 3186,General Practitioners,None,NaN,1206,0,$0,$1;206,approx 25 attendees,0,0,1,0,0,0,0,0
bayer,2007-12-01,RACP QLD Lecture Series - Neurology. BAYER SPONSORED MEETING - Bayer not responsible for content or organisation. Educational Duration: 2 hrs;,Wesley Hospital Auditorium; Cornonation Drive; Auchenflower; QLD; 4066,Neurologists,Meal & Beverage,NaN,193.88,193.88,$193.88,$193.88,approx 30 attendees,0,0,0,0,0,0,1,0
bayer,2007-12-01,Testosterone Deficiency in General Practice - Specialist presentaion to group of GP's organised by Bayer; Educational Duration: 2 hrs;,Sofitel Gold Coast; 81 Surf Parade; Broadbeach; QLD; 4218,General Practitioners,Accom/Travel; Meal & Beverage,50,5811,5211,$5;211,$5;811,50,0,0,1,0,0,0,0,116
bayer,2007-12-01,Qld Neurologists Meeting MS - BAYER SPONSORED MEETING - Bayer not responsible for content or organisation of meeting. ; Educational Duration: 2.5 days;,Sheraton Mirage; Seaworld Drive; Southport; QLD; 4215,Neurologists; Registrar - Neurologists; Rehabilitation Physicians,None,33,4950,0,$0,$4;950,33,0,0,0,0,1,0,0,150
bayer,2007-12-01,Presentation of new interferon Beta 1b data - dinner club following QLD Neurology Meeting; Educational Duration: 1 hr;,Sheraton Mirage; Sea World Drive; Main Beach; QLD; 4217,MS Society Administration; Neurologists,Meal & Beverage,8,1200,1200,$1;200,$1;200,8,0,0,0,0,0,0,1,150
bayer,2007-12-01,ASA/ANZCA (Australian society of anthethtists and ANZ society of cardiac anethetists) - Continued Medical Education Meeting - Bayer sponsorship only. Bayer not responsible for content or organisation ; Educational Duration: 8 hrs; CPD: 0; CME:75,Sofitel Hotel; 25 Collins Street; Melbourne; VIC; 3000,Anaesthetists,None,90,1150,0,$0,$1;150,90,0,0,0,0,0,0,1,13
bayer,2007-12-01,Educational Duration: 2 hrs; BEGIN and COGNIMS trials investigator meeting;,Shangri - La Hotel; 176 Cumberland Street; The Rocks; NSW; 2000,Nurse - Registered Nurses; Registrar - Neurologists,Snack & Beverage,2,419,209.50,$209.50,$419,2,1,0,0,0,0,0,0,210
bayer,2007-12-01,Testosterone Deficiency in General Practise - a presentation by leading KOL; Educational Duration: 1.5 hrs;,Dolcissimo Restaurant; 96-98 Cnr Ramsay & Dalhousie St; Haberfield; HABERFIELD; NSW; 2045,Endocrinologists; General Practitioners; Psychiatrists; Registrar - Endocrinologists; Sexual Health Specialists; Urologists,Meal & Beverage,51,4000,3245.48,$3;245.48,$4;000,51,0,0,1,1,0,0,0,78
bayer,2007-12-01,Haematology Soceity ANZ - Bayer sponsorship only. Bayer was not responsible for inviting the attendees or organising the educational content; the hospitality; accommodation or travel; Educational Duration: 2.5 hrs;,The American Club; Level 15; 131 Macquarie Street; DARLING POINT; NSW; 2027,Haematologists; Registrar - Haematologists,Snack & Beverage,59,2392,2392,$2;392,$2;392,59,0,0,0,0,0,0,1,41
bayer,2007-12-01,Contrast Media inservice-Correct Storage and Handling of contrast media training ;Educational Duration: 2 hrs;,Royal Adelaide Hospital; North Terrace; Adelaide; SA; 5000,Hospital Management; Radiographers; Radiologists,Meal & Beverage,12,469,469,$469,$469,12,0,0,0,0,0,0,1,39
bayer,2007-12-01,Contrast Media Inservice - Training provided to radiologists at Royal Adelaide in correct storage and Handling of contrast agents ; Educational Duration: 1 hr;,Royal Adelaide Hospital; Nth Tce; Adelaide; SA; 5000,Cardiologists; Nurse - Unit Managers; Radiographers,Meal & Beverage,14,116,116,$116,$116,14,1,0,0,0,0,0,0,8
bayer,2007-12-01,Annual Midwife Meeting to enhance Education for Midwives in Midwife Association State Conference - Bayer is not responsible for invitation and organisation of speaker and topics Educational Duration: 2 days;,Peppers Fairmont Resort; 1 Sublime Pt; Leura; NSW; 2780,Midwives,None,NaN,1700,0,$0,$1;700,approx. 230 attendees,0,0,0,0,0,0,1,0
bayer,2007-12-01,Homones; Menopause & Sexual Health Conference - BAYER SPONSORED MEETING. Bayer not responsible for content or organisation. ; Educational Duration: 4 hrs;,University of Melbourne; Victoria; Melbourne; VIC; 3010,General Practitioners; Nurse - Midwives; Obstetrician & Gynaecologists; Sexual Health Specialists,None,NaN,9091,0,$0,$9;091,approx 175 attendees,1,0,1,0,0,0,0,0
bayer,2007-12-01,Multiple Sclerosis Society WA - Journal club Review of latest literature; Educational Duration: 1.5 hrs;,MSS Soceity; 11 Parkhill way; Wilson; WA; 6160,MS Society Nurses; Nurse - Clinical Nurses; Nurse - Registered Nurse,Meal & Beverage,10,86.95,86.95,$86.95,$86.95,10,1,0,0,0,0,0,0,9
bayer,2007-12-01,Womens and Childrens Hospital - 2nd year radiology registrar tutorial: Paediatric Chest imaging; Educational Duration: 2 hrs;,Women's and Children's Hospital; Kermode Street; Nth Adelaide; SA; 5000,Radiologists; Registrar - Radiologists,Meal & Beverage,7,250,250,$250,$250,7,0,0,0,0,0,0,1,36
bayer,2007-12-01,MS Research Update discussion Educational Duration: 3.5 hrs;,Marque IV; Elizabeth Street; Hobart; TAS; 7000,Neurologists,Meal & Beverage,3,680,408,$408,$680,3,0,0,0,0,0,0,1,227
bayer,2007-12-01,Hosptial registrar organised meeting Launceston - Urology tutorial Bayer sponsorship only - Bayer not respsonsible for content; or organisation.; Educational Duration: 1.5 hrs;,Konditorei Cafe Manfred; 108 george St; Launceston; TAS; 7250,Urologists,Meal & Beverage,4,89.20,89.20,$89.20,$89.20,4,0,0,0,0,0,0,1,22
bayer,2007-12-01,Pulmonary Arterial Hypertension (PAH) Nurse Worshop - Advances in treatment and the role nurses can play in managing PAH - presentation by Respiratory physician; Educational Duration: 4 hrs;,Souk Restaurant; 267 Chapel Street; Prahran; VIC; 3181,Nurse - Clinical Nurses; Nurse - Registered Nurses; Nurse - Unit Managers; Respiratory/Thoracic Physicians,Meal & Beverage,11,1854.54,1354.54,$1;354.54,$1;854.54,11,1,0,0,0,0,0,0,169
bayer,2007-12-01,Erectile Dysfunction : Function window to the Heart and Happiness - presentation and case study review by Professor,Lenzerhiede; 146 Belair Road; Hawthorn; SA; 5062,Endocrinologists; General Practitioners; Urologists,Meal & Beverage,33,2327.15,1997.15,$1;997.15,$2;327.15,33,0,0,0,0,0,0,1,71
bayer,2007-12-01,Testosterone Deficiency in General Practise - A presentation to local GP's; Educational Duration: 2 hrs;,Restaurant Balzac; 141 Belmore Rd; RANDWICK; NSW; 2031,Endocrinologists; General Practitioners; Sexual Health Specialists; Urologists,Meal & Beverage,61,5250,3941.56,$3;941.56,$5;250,61,0,0,1,0,0,0,0,86
bayer,2007-12-01,CM in practice; Educational Duration: 2 hrs;,St Andrew's Hospital; South Terrace; Adelaide; SA; 5000,Nurse - Registered Nurses; Nurse - Unit Managers; Radiographers,Meal & Beverage,6,57.70,57.70,$57.70,$57.70,6,1,0,0,0,0,0,0,10
bayer,2007-12-01,Hosptial registrar organised meeting Hobart - Urology tutorial Bayer sponsorship only - Bayer not respsonsible for content; or organisation.; Educational Duration: 1.5 hrs;,Lena Hotel; 20 Runnymede St; Battery Point; TAS; 7004,Registrar - Urologists; Urologists,Meal & Beverage,8,172,153,$153,$172,8,0,0,0,0,0,0,1,22
bayer,2007-12-01,Sponsorship of Australian Chinese Medical Association (VIC) Annual Conference Aug 2007 ; Educational Duration: 8 hrs; CPD: 2; CME:0,Manningham Function Centre; 699 Doncaster Rd; Doncaster; VIC; 3108,Chinese Medical Association (VIC),none,NaN,1100,0,$0,$1;100,Approx 200 physicians in attendance,0,0,0,0,0,0,1,0
bayer,2007-12-01,Women's Health Update: Achieving a Better Quality of Life - Menorrhagia: a Review of Current Management Options and Options for menopausal women ; Educational Duration: 3 hrs;,Boathouse by the Lake; Grevillia Park Menendee Drive; Barton; ACT; 2600,General Practitioners; Nurse - Midwives; Obstetrician & Gynaecologists; Sexual Health Specialists,Meal & Beverage,30,1719.60,1719.60,$1;719.60,$1;719.60,30,1,0,1,0,0,0,0,57
bayer,2007-12-01,History and update of DMTs for MS together with requirements of nursing support to obtain best adherence; Educational Duration: 1 hr;,Ganesh Indian Restaurant; 76 South Parade; Blackburn; VIC; 3130,MS Society Nurses,Meal & Beverage,1,64,21.34,$21.34,$64,1,1,0,0,0,0,0,0,64
bayer,2007-12-01,Lunch meeting to discuss future service requirements for the provision of care for patients on Betaferon being supported by the MS Clinic Royal Brisbane Hospital; Educational Duration: 1.5 hrs;,Cafe Conti; 1/102; Wilston; QLD; 4051,MS Society Nurses; Nurse - Registered Nurses,Meal & Beverage,2,114.40,76.30,$76.30,$114.40,2,1,0,0,0,0,0,0,57
bayer,2007-12-01,Discussion of Benefit 3 yr data; Compassionate Use program; MS forum Taipei ; Educational Duration: 1.5 hrs;,Sky Phoenix; L3; Sky Garden; Castlereagh St; Sydney; NSW; 2000,Neurologists,Meal & Beverage,5,145,120.85,$120.85,$145,5,0,0,0,0,0,0,1,29
bayer,2007-12-01,Human Pipes and Pumps Cardiology Sympoisum - presentation on Contrast Induced Nephropathy; condition associated with renally impaired patients and the use of contrast media; Educational Duration: 2 days;,Barwon Health - Geelong Hospital; 272 Ryrie Street; Geelong; VIC; 3220,Cardiologist; Nurse - Unit Manager; Radiographers,Snack & Beverage,8,550,550,$550,$550,8,1,0,0,0,0,0,0,69
bayer,2007-12-01,Contrast Media Inservice-NSF and use of gadolinium containing contrast agents in renally impaired patients ; Educational Duration: 2.5 hrs;,Flinders Medical Centre; Bedford Park; Bedford Park; SA; 5042,Hospital Management; Radiographers; Radiologists,Meal & Beverage,13,350,350,$350,$350,13,0,0,0,0,0,0,1,27
bayer,2007-12-01,St Vincents Sydney Infectious Diseases Meeting - Consultant ID physician case presentations; BAYER SPONSORED MEETING. Bayer not responsible for content or organisation. ; Educational Duration: 3 hrs;,St. Vincent's Clinic; 438 Victoria St; DARLINGHURST; NSW; 2010,Infectious Diseases; Microbiologists; Registrar - Infectious Diseases; Registrar - Microbiologists,None,32,2000,0,$0,$2;000,32,0,0,0,0,0,0,1,63
bayer,2007-12-01,Southern Pathology Uro-Oncology Multi - Disiplined Case reviews and research presentation - Bayer sponsorship only. Bayer not responsible for content or organisation; Educational Duration: 3 hrs;,Southern Pathology; 35 Denison Street; WOLLONGONG; NSW; ?,Medical Oncologists; Radiation Oncologist/Radiotherapys; Registrar - Radiation Oncologist/Radiotherapy; Registrar - Urologists,Meal & Beverage,10,389.90,389.90,$389.90,$389.90,10,0,0,0,0,0,1,0,39
bayer,2007-12-01,Discussion of MS treatement and Benefit 3 yr trial data and planning for ECTRIMS congress; Educational Duration: 1.5 hrs;,C restaurant; St. Georges Terrace; Perth; WA; 6000,Neurologist,Meal & Beverage,1,118.90,59.45,$59.45,$118.90,1,0,0,0,0,0,0,1,119
bayer,2007-12-01,Royal Women's Hospital Conference on Women's Health. Bayer Sponsored Meeting. Bayer not responsible for organisation or content. Educational Duration: 7 hrs;,Curtain University of Technology; Kent Street; Bentley; WA; 6102,General Practitioners; Obstetrician & Gynaecologists; Sexual Health Specialists,None,NaN,3000,0,$0,$3;000,approx attendees 240;,0,0,1,0,0,0,0,0
bayer,2007-12-01,Neuroscience open education day. Women and epilepsy; sponsored meeting. Full list of attendees not available. Paediatric Neurology; Current trends in Research. Educational Duration: 4 hrs;,Gosford Hospital Conference Centre; 76 Holden St; Gosford; NSW; 2250,Neurologists,None,NaN,1058.40,0,$0,$1;058.40,Attended by 100 hospital staff,0,0,0,0,0,0,1,0
bayer,2007-12-01,Womens and Childrens Hospital 2nd year Radiology Registrar Tutorial : Adrenals and kidneys; ureters; bladder and urethra ; Educational Duration: 2 hrs;,Women's and Children's Hospital; Kermode Street; Nth Adelaide; SA; 5006,Radiologists; Registrar - Radiologists,Meal & Beverage,6,79,79,$79,$79,6,0,0,0,0,0,0,1,13
bayer,2007-12-01,Gynae Education Forum:Current Trends in Management of The Menopause and in Endometrial Cancer Presentations -3 speakers; Educational Duration: 2 hrs;,Vibe Hotel; 88 Alfred Street; Milsons Point; NSW; 2061,Gynaecologists; Obstetrician & Gynaecologists,Meal & Beverage,60,6076,5856,$5;856,$6;076,60,0,0,0,0,0,0,1,101
bayer,2007-12-01,MS Research Update - Impact of BENEFIT data on future research and use of interferons Educational Duration: 3 hrs;,Novaros Restaurant; 28 Brisbane Street; Launceston; TAS; 7250,Neurologists; Orthopaedic Surgeons; Renal Physicians,Meal & Beverage,5,493.40,370.00,$370.00,$493.40,5,0,0,0,0,0,0,1,99
bayer,2007-12-01,CM Inservice - Lyell McEwin Hospital : Correct storage and Handling of contrast media ; Educational Duration: 1 hr;,Lyell McEwin Hospital; Haydown Road; Elizabeth Vale; SA; 5112,Nurse - Unit Manager; Radiographers; Radiologists,Meal & Beverage,5,150,150,$150,$150,5,1,0,0,0,0,0,0,30
bayer,2007-12-01,Hosptial registrar organised meeting Launceston - Urology tutorial Bayer sponsorship only - Bayer not respsonsible for content; or organisation.;Educational Duration: 1.5 hrs;,Konditorei Cafe Manfred; 106 George St; Launceston; TAS; 7250,Registrar - Urologists; Urologists,Meal & Beverage,6,54.40,54.40,$54.40,$54.40,6,0,0,0,0,0,0,1,9
bayer,2007-12-01,Bone Metastases; Treatment and prevenstion; survival; the future and the ONJ Controversy; Educational Duration: 2 hrs;,Frasers Restaurant; Frasers Avenue; Kings Park; WA; 6000,Medical Oncologists,Meal & Beverage,3,700,350,$350,$700,3,0,0,0,0,0,1,0,233
bayer,2007-12-01,Bone Metastases: Treatment and Prevention; Survival; the Future and the ONJ Controversy; Educational Duration: 2 hrs;,Matilda Bay Restaurant; 3 Hackett Drive; CRAWLEY; WA; 6009,General Practitioners; Haematologists; Hospital Pharmacists; Medical Oncologists; Radiation Oncologist/Radiotherapy; Registrar - Geriatricians; Registrar Haematologists; Registrar - Medical Oncologists; Registrar - Neurologists,Accom/Travel; Meal & Beverage,51,11744.87,7608.50,$7;608.50,$11;744.87,51,0,1,1,0,0,1,0,230
bayer,2007-12-01,Bone Metastases; Treatment and Prevention; Survival; the Future and the ONJ Controversy; Educational Duration: 2 hrs;,Carrilley Estate Winery; 23 Hyem Road; Swan Valley; WA; 6056,Haematologists,Meal & Beverage,2,200,100,$100,$200,2,0,0,0,0,0,0,1,100
bayer,2007-12-01,Bone Metastases: Treatment and Prevention; Survival; the Future and the ONJ Controversy; Educational Duration: 2 hrs;,The Westin; 205 Collins Street; Melbourne; VIC; 3000,Haematologists; Medical Oncologists; Nurse - Clinical Nurses; Nurse - Oncologys; Nurse - Registered Nurses; Nurse - Unit Manager; Radiation Oncologist/Radiotherapy,Accom/Travel; Meal & Beverage,47,14256.16,7692.88,$7;692.88,$14;256.16,47,1,0,0,0,0,1,0,303
bayer,2007-12-01,Bone Metastases: Treatment and Prevention; Survival; the Future and the ONJ Controversy; Educational Duration: 2 hrs;,Customs House - Qld; 399 Queen Street; Brisbane; QLD; 4000,Haematologists; Medical Oncologists; Radiation Oncologist/Radiotherapy; Registrar - Medical Oncologists; Registrar - Radiation Oncologist/Radiotherapy,Accom/Travel; Meal & Beverage,18,7227,2827,$2;827,$7;227,18,0,0,0,0,0,1,0,402
bayer,2007-12-01,WOGS 2007 Update on Obstetrics plus registrar presentations - BAYER SPONSORED MEETING. Bayer not responsible for organisation or content. Educational Duration: 3 hrs;,Lachlan House; Parramatta Park; Parramatta; NSW; 2151,Gynaecologists; Obstetrician & Gynaecologists; Registrar - Gynaecologists; Registrar - Obstetrician & Gynaecologists,None,NaN,3290,0,$0,$3;290,Approx Attendees 30,0,0,0,0,0,0,1,0
bayer,2007-12-01,Bone Metastases: Treatment and Prevention; Survival; the Future and the ONJ Controversy; Educational Duration: 2 hrs;,Sheraton on the Park; 161 Elizabeth Street; Sydney; NSW; 2000,Haematologists; Medical Oncologists; Nurse - Clinical Nurse;s Nurse - Educators; Nurse - Oncology; Nurse - Registered Nurses; Palliative Care; Radiation Oncologist/Radiotherapys; Registrar - Haematologists; Registrar - Radiation Oncologist/Radiotherapy,Accom/Travel; Meal & Beverage,35,12513.60,6191.50,$6;191.50,$12;513.60,35,1,0,0,0,0,1,0,358
bayer,2007-12-01,Immunodulatory treatments in MS. A presentation given by International speaker as part of his international visit to Australia ; Educational Duration: 2.5 hrs;,Seasalt at Armstrongs; Incholme hotel Wickham Tce; Spring Hill; QLD; 4004,MS Society Administration; MS Society Management); MS Society Nurse; Neurologists; Registrar - Neurologists,Meal & Beverage,18,2128,1763,$1;763,$2;128,18,1,0,0,0,0,0,0,118
bayer,2007-12-01,Australian Menopause Society Conference - BAYER Major Sponsor for meeting. Bayer not responsible for content or organisation.- ; Educational Duration: 7 hrs;,Adelaide Convention Centre; North Terrace; Adelaide; SA; 5000,General Practioners; Obstraticians; Gynaecologists,None,NaN,22728,0,$0,$22;728,Approx attendees 230,0,0,0,0,0,0,1,0
bayer,2007-12-01,Australian Society of Anethetists - National Scientific Congress WA 2007- Bayer sponsorship only. Bayer not responsible for content or organisation ; Educational Duration: 4.5 days;,Burswood International Resort; Great Eastern Highway; Burswood; WA; 6100,Anaesthetists,None,236,4150,0,$0,$4;150,236,0,0,0,0,0,0,1,18
bayer,2007-12-01,Hosptial registrar organised meeting Hobart - Urology tutorial Bayer sponsorship only - Bayer not respsonsible for content; or organisation.; Educational Duration: 1.5 hrs;,Lena Hotel; 20 Runnymede St; Battery Point; TAS; 7004,Urologists,Meal & Beverage,5,129,108,$108,$129,5,0,0,0,0,0,0,1,26
bayer,2007-12-01,Presentation on Contrast Agent Induced Nephropathy; condition associated with renally impaired patients and the use of contrast media to radiologists at Royal Adelaide ; Educational Duration: 1.5 hrs;,Royal Adelaide Hospital; Nth Tce; Adelaide; SA; 5000,Hospital Management; Nurse - Unit Manager; Radiographers; Radiologists,Meal & Beverage,21,200,200,$200,$200,21,1,0,0,0,0,0,0,10
bayer,2007-12-01,WA Urology Society Meeting - Hospital Registrar Organised meeting to review treatment options for Prostate Cancer with senior urology consultants. Bayer sponsored meeting only - Bayer not responsible for content or organisation. Educational Duration: 3.5 hrs;,Villa D'Este Restaurant; Outram street; West Perth; West Perth; WA; 6000,Registrar - Urologists; Urologists,Meal & Beverage,12,697,697,$697,$697,12,0,0,0,0,0,0,1,58
bayer,2007-12-01,Brain School Registrar Meeting BAYER PROVIDED SPONSORSHIP ONLY (topics not available) Bayer not responsible for content or organisation ; Educational Duration: 2 hrs;,College of Physicians; L 8; 52 Phillip St; Sydney; NSW; 2000,Neurologists; Registrar - Neurologists,None,6,203.97,0,$0,$203.97,6,0,0,0,0,0,0,1,34
bayer,2007-12-01,Meeting in conjunction with Eastern Suburbs Division of General Practise - Update on hormonal acne treatment options. Bayer sponsored meeting. Bayer provided speaker and hospitality. Not responsible for invites or organisation; Educational Duration: 2 hrs;,Joe's Lebanese Restaurant; Maroubra; Maroubra; NSW; 2000,General Practitioners,Meal & Beverage,21,1819.40,1379.40,$1;379.40,$1;819.40,21,0,0,1,0,0,0,0,87
bayer,2007-12-01,Hosptial registrar organised meeting Launceston - Urology tutorial Bayer sponsorship only - Bayer not respsonsible for content; or organisation.Educational Duration: 1.5 hrs;,Konditorei Cafe manfred; 108 George St; Launceston; TAS; 7250,Urologists,Meal & Beverage,3,62.70,62.70,$62.70,$62.70,3,0,0,0,0,0,0,1,21
bayer,2007-12-01,Family Planning MensHealth with Speaker - BAYER SPONSORED MEETING. Bayer not responsible for content or organisation ; Educational Duration: 4.5 hrs;,Family Planning Judith Right Centre; Brunswick St Fortitude Valley; Fortitude Valley; QLD; 4000,General Practitioners; Sexual Health Specialists,None,14,250,0,$0,$250,14,0,0,1,0,0,0,0,18
bayer,2007-12-01,Male Androgen Deficiency and Men's Health/Preventative Medicine - 3 speaker presentations to local GPs; Educational Duration: 3 hrs;,Enoteca Restaurant; 527 Church St; Richmond; VIC; 3121,Endocrinologists; General Practitioners; Urologists,Meal & Beverage,41,5782.97,3682.97,$3;682.97,$5;782.97,41,0,0,0,0,0,0,1,141
bayer,2007-12-01,Presentation of correct storage and Handling of Contrast agents; Educational Duration: 2 hrs;,Crowne Plaza; Coogee Bay Road; COOGEE; NSW; 2031,Cardiologist; Nurse - Registered Nurses; Nurse - Unit Managers,Meal & Beverage,54,4450,4200,$4;200,$4;450,54,1,0,0,0,0,0,0,82
bayer,2007-12-01,A presentatation by Consultant gynaecologist to local GPs on Womens Health topics; Educational Duration: 2 hrs;,Aanuka Beach Resort; Firman Drive; COFFS HARBOUR; NSW; 2450,General Practitioners; Obstetrician & Gynaecologists; Sexual Health Specialists,Meal & Beverage,18,1881.50,941.50,$941.50,$1;881.50,18,0,0,1,0,0,0,0,105
bayer,2007-12-01,Nambour Hospital Accident & Emergency Meeting - Community Acquired Pneumonia. Bayer sponsored dinner. Educational component and attendee invites responsibility of Nambour hospital. ; Educational Duration: 4 hrs;,Hunt Restaurant; Duporth Avenue; Maroochydore; QLD; 4558,Accident and Emergency; Consultant Physicians; Registrar - Accident and Emergency,Meal & Beverage,14,1156,1156,$1;156,$1;156,14,0,0,0,0,0,0,1,83
bayer,2007-12-01,Australian Arabic Drs Association 15th Annual conference - Bayer sponsored sessions on Management of Irregular bleeding - Bayer not responsible for organisation or content. Educational Duration: 2 days; CPD: 30; CME:0,Manly Pacific International Hotel; 55 North Steyne; Manly; NSW; 2095,Australian Arabic Doctors Association,None,NaN,1364,0,$0,$1;364,Approx attendees 40 (GP's),0,0,0,0,0,0,1,0
bayer,2007-12-01,Dinner meeting during the Qld Neurophysiology meeting to discuss numerous topics including 'How to provide improved immunotherapy support for Betaferon patients being supported by the MS Clinic Royal Brisbane Hospital'; 'BEGIN; Educational Duration: 3 hrs;,Fellini; Marina Mirage Seaworld Drive; Main Beach; QLD; 4217,Neurologists,Meal & Beverage,3,390,292,$292,$390,3,0,0,0,0,0,0,1,130
bayer,2007-12-01,Cardiothoracic; Vascular and Perfusion SIG Biennial Conference - Bayer major sponsor of meeting. Bayer not responsible for organisation or content. Educational Duration: 4 days;,Sheraton Mirage; Davidson Street; Port Douglas; QLD; 4877,Anaesthetists,Meal & Beverage; Travel and Accomodation;,109,20325,4825,$4;825,$20;325,109,0,0,0,0,0,0,1,186
bayer,2007-12-01,RANZCOG 2007 Annual Scientific Meeting - Bayer major sponsor of meeting. Bayer not responsible for content or organisation. Educational Duration: 5 days; CPD: 40; CME:0,Goldcoast Convention Centre; Cnr Gold Coast Highway & TE Peters Drive; Broadbeach; QLD; 4218,Obstraticians and Gynaecologists,None,NaN,25000,0,$0,$25;000,Approx attendees 400,0,0,0,0,0,0,1,0
bayer,2007-12-01,Neurophysiology Benefit 3 Yr data Meeting and Compassionate use program ; Educational Duration: 2 hrs;,Ristorante Fellini; Shop 106 Marina Mira; Main Beach; QLD; 4000,Neurologists,Meal & Beverage,2,390,195,$195,$390,2,0,0,0,0,0,0,1,195
bayer,2007-12-01,Immunomodulatory Therapies in MS - a presentation on current & future trials by International speaker ; Educational Duration: 1 hr;,Hyatt on the Park; Treasury place; Melbourne; VIC; 3000,MS Society Administration; MS Society Nurses; Neurologists; Nurse - Clinical Nurses; Nurse - Registered Nurses; Registrar - Neurologists,Accom/Travel; Meal & Beverage,50,9296.16,6635,$6;635,$9;296.16,50,1,0,0,0,0,0,0,186
bayer,2007-12-01,International speaker - Immunomodulatory Therapies and Update in MS Research; Educational Duration: 4 hrs;,The Sebel Playford; 120 North Terrace; Adelaide; SA; 5000,Consultant Physicians; MS Society Administration; MS Society Management; Neurologists; Nurse - Clinical Nurses; Nurse - Registered Nurses; Rehabilitation Physicians,Accom/Travel; Meal & Beverage,28,5043.80,3593.50,$3;593.50,$5;043.80,28,1,0,0,0,1,0,0,180
bayer,2007-12-01,Women's and Children's Hospital 2nd yr Radiology registrar tutorial : Thyroid adnrenals neonates and brain US ;Educational Duration: 2 hrs;,Women's and Children's Hospital; Kermode Street; Nth Adelaide; SA; 5006,Radiologists; Registrar - Radiologists,Meal & Beverage,6,300,300,$300,$300,6,0,0,0,0,0,0,1,50
bayer,2007-12-01,Qld Movement Disorder Meeting - Presentation of Benefit Data; Educational Duration: 1 hr;,Omeros Bros Restaurant; Marine Mirage; Main Beach; QLD; 4217,Neurologists,Meal & Beverage,4,552,315.43,$315.43,$552,4,0,0,0,0,0,0,1,138
bayer,2007-12-01,Journel club at Newcastle Mater Hospital - Presentation of fludarabine Catovskey Paper; Educational Duration: 1 hr;,Newcastle Mater Hospital.; Edith Street; Waratah; NSW; 22980,Haematologists; Registrar - Haematologists,Snack & Beverage,4,104.30,104.30,$104.30,$104.30,4,0,0,0,0,0,0,1,26
bayer,2007-12-01,Bayer Sponsored dinner and satellite symposium to International ECTRIMS Congress to present BEYOND data ; Educational Duration: 1.5hrs;,Hilton Hotel; Pobrezni 1; Prague; NSW; 186,Neurologists; Nurse - Registered Nurses; Registrar - Neurologists,Meal & Beverage,16,3546,2387.33,$2;387.33,$3;546,16,1,0,0,0,0,0,0,222
bayer,2007-12-01,Male testosterone Therapy - Latest research; results and Clinical Update a presentation to local GPs ; Educational Duration: 3 hrs;,Swan Restaurant and Brewery; Nedlands; WA; 6000,Endocrinologists; General Practitioners; Geriatricians; Psychiatrists; Sexual Health Specialists; Urologists,Meal & Beverage,90,10263.40,8897.40,$8;897.40,$10;263.40,90,0,0,1,1,0,0,0,114
bayer,2007-12-01,Australian Society Cardiac Thoracic Surgeons Annual Scientific Meeting 2007 - Bayer sponsored meeting only - Bayer not responsible for content or organisation. Educational Duration: 4 days;,Sheraton Noosa Resort; 14-16 Hastings St; Noosa Heads; QLD; 4567,Cardiothoracic Surgeons,None,118,5650.00,0,$0,$5;650.00,118,0,0,0,0,0,0,1,48
bayer,2007-12-01,Discussion about Compassionate Use program and presentation of BENEFIT 3 year study; alemtuzumab ; Educational Duration: 2 hrs;,Source Dining; 664 Dean Street; Albury; NSW; 2640,Neurologist,Meal & Beverage,2,258,185,$185,$258,2,0,0,0,0,0,0,1,129
bayer,2007-12-01,Educational Symposium; Educational Duration: 4 hrs;,Palais; Semaphore Rd; Semaphore; SA; 5016,Cardiologist; Nurse - Unit Manager; Radiographers; Registrar - Cardiologists,Meal & Beverage,16,490,490,$490,$490,16,1,0,0,0,0,0,0,31
